,ID,doc,Тип документу,Зразок,Замовник,Виробник,Густина кг/м3,ОЧД,ОЧМ,Фракція_70,Фракція_100,Фракція_150,10%,50%,90%,Кінець кипіння,Залишок після випаровування,ДНП,Індукційний період,Фактичні смоли,Сірка,Олефінові вуглеводні,Ароматичні вуглеводні,Бензол,Кисневмісні: метанол,Кисневмісні: етанол,Кисневмісні: ізопропіловий спирт,Кисневмісні: ізобутиловий спирт,Кисневмісні: третбутиловий, Кисневмісні: етери
117,1022/19,D:\Margo\python\protocols\Protocol_49.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-98 «Super»   з,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,"99,0",na,"23,0","50,5","91,0",na,na,na,"186,5","1,1",na,na,na,"3,6",na,"34,5","0,887","1,3","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","14,7"
118,1076/19,D:\Margo\python\protocols\Protocol_5.docx,ПАСПОРТ,бензин автомобільний довготривалого зберігання А-80-ДЗ,-1,"постачальник: ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5","754,3","83,9","78,7",na,na,na,"67,0","105,5","157,0","197,5","1,1","50,1",,"1,0","4,5","1,674","34,3","0,955",відсутність,na,відсутність,відсутність,відсутність,відсутність
119,1074/19,D:\Margo\python\protocols\Protocol_50.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,"0,940",na,na,na,na,na,na
120,1090/19,D:\Margo\python\protocols\Protocol_51.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,538",na,"0,971","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
121,1137/19,D:\Margo\python\protocols\Protocol_52.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,495",na,"0,965","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
122,1138/19,D:\Margo\python\protocols\Protocol_53.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,507",na,"0,948","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
123,1154/19,D:\Margo\python\protocols\Protocol_54.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,508",na,"0,984","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
124,1155/19,D:\Margo\python\protocols\Protocol_55.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,508",na,"0,984","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
125,1174/19,D:\Margo\python\protocols\Protocol_56.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,693",na,"0,851","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
126,1175/19,D:\Margo\python\protocols\Protocol_57.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,571",na,"0,998","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
127,1184/19,D:\Margo\python\protocols\Protocol_58.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,516",na,"0,991","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
128,1186/19,D:\Margo\python\protocols\Protocol_59.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,567",na,"0,991","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
129,1079/19,D:\Margo\python\protocols\Protocol_6.docx,ПАСПОРТ,бензин автомобільний довготривалого зберігання А-80-ДЗ,-1,"постачальник: ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5","753,2","83,8","78,6",na,na,na,"67,0","106,5","159,0","197,5","1,1","47,1",,"1,0","4,6","1,551","34,6","0,975",відсутність,na,відсутність,відсутність,відсутність,відсутність
130,1193/19,D:\Margo\python\protocols\Protocol_60.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,515",na,"0,906","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
131,1194/19,D:\Margo\python\protocols\Protocol_61.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,70",na,"0,891","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
132,1195/19,D:\Margo\python\protocols\Protocol_62.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,42",na,"0,922","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
133,1215/19,D:\Margo\python\protocols\Protocol_63.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,67",na,"0,970","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
134,1216/19,D:\Margo\python\protocols\Protocol_64.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,51",na,"0,763","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
135,1237/19,D:\Margo\python\protocols\Protocol_65.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,79",na,"0,794","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
136,1238/19,D:\Margo\python\protocols\Protocol_66.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,58",na,"0,821","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
137,1255/19,D:\Margo\python\protocols\Protocol_67.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-98 «Super» з,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,"98,1",na,"25,3","53,0","91,9",na,na,na,"185,3","1,0",na,na,na,"3,3",na,"33,9","0,900","1,8","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","14,46"
138,1288/19,D:\Margo\python\protocols\Protocol_68.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,56",na,"0,773","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
139,1320/19,D:\Margo\python\protocols\Protocol_69.docx,ПРОТОКОЛ,бензин автомобільний А-92,"ТОВ «Глуско Рітейл», м. Київ, вул. Солом’янська,11.",інформація відсутня .,na,"89,4",na,"48,0","58,5","93,5",na,na,na,"175,0","1,4",na,,na,"6,1",0.873,23.3,1.237,5.7,5.3,"(< 0,17(відсутність)",0.3,"(< 0,17(відсутнісь)",5.10
140,1084/19,D:\Margo\python\protocols\Protocol_7.docx,ПАСПОРТ,бензин автомобільний довготривалого зберігання А-80-ДЗ,-1,"постачальник: ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5","753,7","83,1","78,0",na,na,na,"68,0","106,0","159,0","196,0","1,1","47,6",,"1,0","4,6","1,591","34,9","0,988",відсутність,na,відсутність,відсутність,відсутність,відсутність
141,1327/19,D:\Margo\python\protocols\Protocol_70.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,676",na,"0,697","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
142,1338/19,D:\Margo\python\protocols\Protocol_71.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-95 «Premium»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,"95,2",na,"40,0","64,0","91,5",na,na,na,"189,5","1,4",na,na,na,"7,3",na,"25,3","0,771","0,6","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","14,8"
143,1361/19,D:\Margo\python\protocols\Protocol_72.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,918",na,"0,929","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
144,1391/19,D:\Margo\python\protocols\Protocol_73.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-95 «Premium»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,na,na,na,na,na,na,na,na,-,na,na,na,na,na,na,na,na,"0,4","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","15,4"
145,1394/19КР,D:\Margo\python\protocols\Protocol_74.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-95 «Premium»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,na,na,na,na,na,na,na,na,-,na,na,na,na,na,na,na,na,"0,5","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","12,7"
146,1395/19КР,D:\Margo\python\protocols\Protocol_75.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-95 «Premium»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,na,na,na,na,na,na,na,na,-,na,na,na,na,na,na,na,na,"0,5","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","12,3"
147,1396/19КР,D:\Margo\python\protocols\Protocol_76.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-95 «Premium»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,na,na,na,na,na,na,na,na,-,na,na,na,na,na,na,na,na,"0,3","Менше 0,17","Менше 0,17","Менше 0,17","0,9","13,4"
148,1420/19,D:\Margo\python\protocols\Protocol_77.docx,ПРОТОКОЛ,"бензин автомобільний А-95, клас D «Premium» , проба","ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,na,na,na,na,na,na,na,na,-,na,na,na,na,na,na,na,na,"Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","0,6","13,6"
149,1421/19КР,D:\Margo\python\protocols\Protocol_78.docx,ПРОТОКОЛ,"бензин автомобільний А-95, клас D «Premium» , проба","ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,na,na,na,na,na,na,na,na,-,na,na,na,na,na,na,na,na,"Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","0,6","13,7"
150,1481/19,D:\Margo\python\protocols\Protocol_79.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-98 «Super»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,na,na,na,na,na,na,na,na,-,na,na,na,na,na,na,na,na,"Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","12,7"
151,1123/18,D:\Margo\python\protocols\Protocol_8.docx,ПРОТОКОЛ,бензин автомобільний А-92-Євро5-Е5,"Інспекторат, Швейцарія.",ПАТ ТФПНК «Укртатнафта»,"744,5","92,1","83,3",40,53,82,44,94,"167,5",209,"1,2","66,2",,"1,6","6,1","7,655","30,2","0,567","<0,17",na,"<0,17","<0,17","<0,17","<0,17"
152,1482/19,D:\Margo\python\protocols\Protocol_80.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-98 «Super»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,na,na,na,na,na,na,na,na,-,na,na,na,na,na,na,na,na,"Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17",13.5
153,1518/19,D:\Margo\python\protocols\Protocol_81.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"(ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","745,1","83,2","78,0",na,na,na,"62,0","101,0","158,5","192,5","1,1","55,9",,1,"4,4","1,755","31,4","0,893","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
154,1525/19,D:\Margo\python\protocols\Protocol_82.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"(ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","743,0","83,1","77,9",na,na,na,"62,0","100,0","157,0","193,5","1,0","54,4",,1,"5,1","1,739","30,9","0,832","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
155,1528/19,D:\Margo\python\protocols\Protocol_83.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"(ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","745,2","84,0","78,7",na,na,na,"62,5","102,5","157,5","196,5","0,8","54,9",,1,"5,6","1,788","31,7","0,877","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
156,1550/19,D:\Margo\python\protocols\Protocol_84.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"(ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","745,5","83,7","78,8",na,na,na,"60,0","100,5","160,0","195,0","1,2","57,9",,1,"6,0","1,737","31,916","0,941","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
157,1553/19,D:\Margo\python\protocols\Protocol_85.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"(ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","745,5","83,3","78,4",na,na,na,"62,0","100,5","155,0","196,5","1,0","49,0",,1,"6,2","1,773","31,728","0,938","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
158,1557/19,D:\Margo\python\protocols\Protocol_86.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-98 «Super»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,"98,5",na,na,na,na,na,na,na,-,na,na,na,na,"2,0",na,"32,990","0,879","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","13,5"
159,1565/19,D:\Margo\python\protocols\Protocol_87.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"(ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","745,5","83,3","78,4",na,na,na,"62,0","100,5","155,0","196,5","1,0","57,4",,1,"5,8","1,759","31,669","0,961","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
160,1573/19,D:\Margo\python\protocols\Protocol_88.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"(ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","747,0","83,2","78,0",na,na,na,"64,0","104,0","162,0","196,0","1,0","53,9",,1,"5,0","1,740","32,380","0,862","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
161,1574/19,D:\Margo\python\protocols\Protocol_89.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"(ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","746,1","83,4","78,0",na,na,na,"64,0","104,0","162,5","196,0","1,0","53,4",,1,"5,1","1,749","31,935","0,899","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
162,1139/19,D:\Margo\python\protocols\Protocol_9.docx,ПРОТОКОЛ,бензин автомобільний Shebel-А-92-Євро5-Е5,"Акціонерне товариство «Укргазвидобування», 04053, м. Київ, вул. Кудрявська,26/28, код ЄДРПОУ 30019775","УПГГК Шебелинське відділення з переробки газового конденсату та нафти, розташоване с. Андріївка, Балакліївського района Харківської області., вул. Першотравнева,141","737,8",na,na,na,na,na,na,na,na,na,na,na,ДСТУ 8737:2017,na,na,na,na,na,na,na,na,na,na,na
163,1584/19,D:\Margo\python\protocols\Protocol_90.docx,ПРОТОКОЛ,Бензин автомобільний А-92,"ТОВ «ГЛОБУС-ПЕТРОЛЕУМ»,02218, м. Київ, пр-т Генерала Ватутіна,16, код ЄДРПОУ 21589149.",інформація відсутня,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,"6,892","34,006",na,na,na,na,na,na,na
164,1594/19,D:\Margo\python\protocols\Protocol_91.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-Д,"(ТОВ «Ферст Груп», 49000, Дніпропетровська область, м. Дніпро, вул. Троїцька, буд. 15/3, оф. 2, код ЄДРПОУ 41701663.","ТОВ «Ферст Груп», м. Кам’янське, Західний проїзд, 5.","748,1","83,6","78,1",na,na,na,"64,0","105,0","159,5","196,0","1,0","50,0",,1,"6,1","1,685","32,632","0,767","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
165,1598/19,D:\Margo\python\protocols\Protocol_92.docx,ПРОТОКОЛ,бензин автомобільний довготривалого зберігання А-80-ДЗ,"ОРГАН З СЕРТИФІКАЦІЇ “10 ХІММОТОЛОГІЧНИЙ ЦЕНТР”, 03115, м. Київ, вул. Відпочинку, 9а.",інформація відсутня.,na,na,na,na,na,na,na,na,na,"(< 0,17(відсутність)",na,na,na,na,na,"1,820",na,"0,908","(< 0,17(відсутність)","< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)","(< 0,17(відсутність)"
166,1611/19,D:\Margo\python\protocols\Protocol_93.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-95 «Premium»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,"95,1",na,na,na,na,na,na,na,-,na,na,na,na,"7,1",na,"24,364","0,854","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","12,96"
167,1615/19,D:\Margo\python\protocols\Protocol_94.docx,ПРОТОКОЛ,бензин автомобільний неетильований А-95 «Premium»,"ТОВ «ГРАНД-ПЕТРОЛ», 04073, м. Київ, Оболонський р-н, просп. Степана Бандери, 22 код ЄДРПОУ 39641883.",АО «ОРЛЕН Летува»,na,"95,8",na,na,na,na,na,na,na,-,na,na,na,na,"7,1",na,"22,918","0,831","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","Менше 0,17","14,3"
